사진번호,파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%),최상위라벨,최상위확률(%)
230,미술관_부산시립미술관 이우환공간_1625.jpg,ice_floe,42.9,ice_shelf,16.81,iceberg,8.04,ice_floe,42.9
231,미술관_부산현대미술관_1611.jpg,bookstore,14.73,drugstore,10.15,pharmacy,9.72,bookstore,14.73
232,미술관_부산현대미술관_1612.jpg,library/outdoor,36.13,building_facade,7.65,topiary_garden,6.67,library/outdoor,36.13
233,미술관_부평아트센터 꽃누리갤러리_1153.jpg,drugstore,60.95,pharmacy,10.29,ice_shelf,6.47,drugstore,60.95
234,미술관_서면미술관_1617.jpg,discotheque,79.16,stage/indoor,15.09,television_studio,2.84,discotheque,79.16
235,미술관_서면미술관_1618.jpg,beauty_salon,21.64,conference_center,19.37,nursery,16.36,beauty_salon,21.64
236,미술관_서울시립 북서울미술관_179.jpg,museum/indoor,24.48,jewelry_shop,8.86,racecourse,8.3,museum/indoor,24.48
237,미술관_서울시립 북서울미술관_180.jpg,art_studio,53.54,art_gallery,29.68,art_school,11.62,art_studio,53.54
238,미술관_서울시립 사진미술관_193.jpg,library/outdoor,30.93,museum/outdoor,20.32,parking_garage/outdoor,11.62,library/outdoor,30.93
239,미술관_서울시립 사진미술관_194.jpg,desert/vegetation,77.66,conference_center,8.09,wheat_field,2.09,desert/vegetation,77.66
240,미술관_서울시립 사진미술관_195.jpg,art_gallery,15.06,elevator_shaft,14.18,artists_loft,6.47,art_gallery,15.06
241,미술관_서울시립미술관 서소문본관_159.jpg,hospital,35.6,campus,17.57,office_building,12.18,hospital,35.6
242,미술관_서울시립미술관 서소문본관_160.jpg,art_gallery,40.57,artists_loft,38.5,art_studio,12.88,art_gallery,40.57
243,미술관_서울시립미술관 서소문본관_161.jpg,art_gallery,40.57,artists_loft,38.5,art_studio,12.88,art_gallery,40.57
244,미술관_서울시립미술관 서소문본관_162.jpg,conference_center,40.14,veterinarians_office,26.56,martial_arts_gym,7.96,conference_center,40.14
245,미술관_석모도갤러리_1168.jpg,delicatessen,92.02,pizzeria,3.85,sushi_bar,0.76,delicatessen,92.02
246,미술관_석파정 서울미술관_169.jpg,recreation_room,26.74,television_studio,24.6,baseball_field,5.34,recreation_room,26.74
247,미술관_석파정 서울미술관_170.jpg,topiary_garden,56.67,museum/indoor,15.2,art_gallery,4.09,topiary_garden,56.67
248,미술관_석파정 서울미술관_171.jpg,bank_vault,29.89,museum/indoor,24.46,art_gallery,12.51,bank_vault,29.89
249,미술관_성남큐브미술관_701.jpg,ice_shelf,52.6,sky,19.08,drugstore,4.5,ice_shelf,52.6
250,미술관_송암미술관_1135.jpg,museum/indoor,71.02,science_museum,7.86,army_base,6.76,museum/indoor,71.02
251,미술관_송암미술관_1136.jpg,campus,55.27,museum/outdoor,5.17,plaza,4.8,campus,55.27
252,미술관_수원시립미술관_674.jpg,boardwalk,35.97,motel,13.53,pier,10.29,boardwalk,35.97
253,미술관_수원시립미술관_675.jpg,kindergarden_classroom,22.5,playroom,7.08,amusement_park,5.3,kindergarden_classroom,22.5
254,미술관_수원시립미술관_676.jpg,museum/indoor,46.82,art_gallery,33.86,science_museum,2.77,museum/indoor,46.82
255,미술관_스페인마을 갤러리_1151.jpg,lock_chamber,42.56,beach_house,9.65,roof_garden,6.59,lock_chamber,42.56
256,미술관_아모레퍼시픽미술관_175.jpg,archive,33.4,server_room,30.87,storage_room,14.07,archive,33.4
257,미술관_아트KMJ갤러리_1170.jpg,ice_shelf,83.57,ice_floe,4.33,iceberg,3.42,ice_shelf,83.57
258,미술관_양주시립장욱진미술관_680.jpg,fire_escape,55.77,atrium/public,7.98,rope_bridge,5.82,fire_escape,55.77
259,미술관_양주시립장욱진미술관_681.jpg,bridge,43.62,rope_bridge,39.47,boardwalk,7.38,bridge,43.62
260,미술관_양주시립장욱진미술관_682.jpg,hangar/outdoor,43.3,library/outdoor,15.91,stage/outdoor,7.65,hangar/outdoor,43.3
261,미술관_양평군립미술관_693.jpg,museum/indoor,12.6,bar,9.1,clothing_store,4.92,museum/indoor,12.6
262,미술관_양평군립미술관_694.jpg,art_gallery,70.38,art_studio,15.91,museum/indoor,5.23,art_gallery,70.38
263,미술관_양평군립미술관_695.jpg,art_gallery,82.11,artists_loft,8.18,art_studio,6.34,art_gallery,82.11
264,미술관_예술의전당 한가람미술관_164.jpg,legislative_chamber,15.8,booth/indoor,12.34,conference_center,11.82,legislative_chamber,15.8
265,미술관_예술의전당 한가람미술관_165.jpg,server_room,20.82,conference_center,15.25,booth/indoor,6.27,server_room,20.82
266,미술관_오산시립미술관_708.jpg,hangar/outdoor,21.75,shopfront,16.14,hotel/outdoor,12.09,hangar/outdoor,21.75
267,미술관_오산시립미술관_710.jpg,clean_room,16.44,hangar/outdoor,8.16,garage/outdoor,5.47,clean_room,16.44
268,미술관_우현문갤러리_1161.jpg,basement,40.98,artists_loft,20.87,television_studio,9.54,basement,40.98
269,미술관_우현문갤러리_1162.jpg,art_gallery,60.53,art_studio,11.44,museum/indoor,9.59,art_gallery,60.53
270,미술관_우현문갤러리_1163.jpg,art_gallery,52.55,artists_loft,27.21,art_studio,16.4,art_gallery,52.55
271,미술관_유리섬_686.jpg,playroom,26.63,art_gallery,25.35,art_studio,17.74,playroom,26.63
272,미술관_유리섬_687.jpg,elevator/door,32.31,ticket_booth,28.76,booth/indoor,12.45,elevator/door,32.31
273,미술관_유리섬_688.jpg,igloo,58.08,ski_slope,23.73,alcove,3.74,igloo,58.08
274,미술관_전원미술관_1173.jpg,rice_paddy,18.03,beach_house,13.98,cottage,8.77,rice_paddy,18.03
275,미술관_전원미술관_1174.jpg,chalet,20.87,hunting_lodge/outdoor,18.8,house,13.26,chalet,20.87
276,미술관_전원미술관_1175.jpg,general_store/outdoor,67.8,beach_house,4.92,slum,4.87,general_store/outdoor,67.8
277,미술관_정서진아트큐브_1155.jpg,fabric_store,20.23,art_studio,19.23,art_gallery,13.93,fabric_store,20.23
278,미술관_정서진아트큐브_1156.jpg,office_cubicles,7.85,ice_shelf,7.57,chalet,4.26,office_cubicles,7.85
279,미술관_참살이미술관_1146.jpg,archive,22.58,museum/indoor,11.72,nursing_home,6.17,archive,22.58
280,미술관_참살이미술관_1147.jpg,artists_loft,36.06,art_gallery,27.15,lobby,6.3,artists_loft,36.06
281,미술관_참살이미술관_1148.jpg,locker_room,39.15,drugstore,14.52,pharmacy,5.98,locker_room,39.15
282,미술관_채플갤러리_1137.jpg,conference_room,45.72,office,12.11,waiting_room,7.46,conference_room,45.72
283,미술관_채플갤러리_1138.jpg,art_gallery,20.58,artists_loft,15.18,museum/indoor,15.1,art_gallery,20.58
284,미술관_채플갤러리_1139.jpg,art_gallery,59.27,artists_loft,17.9,art_studio,11.48,art_gallery,59.27
285,미술관_포레리움_704.jpg,campus,22.68,industrial_area,15.68,hospital,11.01,campus,22.68
286,미술관_한두뼘12갤러리_1176.jpg,bakery/shop,55.85,ice_cream_parlor,16.61,fastfood_restaurant,8.27,bakery/shop,55.85
287,미술관_한새갤러리_1646.jpg,alley,14.92,house,14.53,fire_escape,8.19,alley,14.92
288,미술관_호암미술관_668.jpg,gazebo/exterior,34.89,pavilion,22.97,temple/asia,16.15,gazebo/exterior,34.89
289,미술관_호암미술관_669.jpg,gazebo/exterior,30.74,pavilion,23.97,temple/asia,10.21,gazebo/exterior,30.74
290,미술관_호암미술관_670.jpg,rainforest,48.3,botanical_garden,33.03,vegetable_garden,8.73,rainforest,48.3
291,박물관_강화역사박물관_1190.jpg,science_museum,35.41,museum/indoor,22.57,natural_history_museum,16.84,science_museum,35.41
292,박물관_강화역사박물관_1191.jpg,hangar/outdoor,85.61,library/outdoor,3.96,museum/outdoor,3.22,hangar/outdoor,85.61
293,박물관_강화자연사박물관_1199.jpg,storage_room,11.88,pharmacy,8.48,drugstore,7.55,storage_room,11.88
294,박물관_강화자연사박물관_1200.jpg,art_gallery,27.45,museum/indoor,13.03,science_museum,7.68,art_gallery,27.45
295,박물관_강화전쟁박물관_1210.jpg,jewelry_shop,42.96,natural_history_museum,23.37,science_museum,12.0,jewelry_shop,42.96
296,박물관_강화전쟁박물관_1212.jpg,mansion,15.48,house,14.84,beach_house,11.83,mansion,15.48
297,박물관_검단선사박물관_1207.jpg,jewelry_shop,51.84,natural_history_museum,18.71,elevator_lobby,7.76,jewelry_shop,51.84
298,박물관_검단선사박물관_1208.jpg,drugstore,43.12,childs_room,11.74,amusement_arcade,6.46,drugstore,43.12
299,박물관_검단선사박물관_1209.jpg,sandbox,15.34,patio,10.98,beer_garden,7.18,sandbox,15.34
300,박물관_경기도어린이박물관_723.jpg,booth/indoor,42.41,drugstore,17.17,amusement_arcade,6.2,booth/indoor,42.41
301,박물관_경기도어린이박물관_724.jpg,office_cubicles,30.48,office,22.5,lecture_room,6.15,office_cubicles,30.48
302,박물관_경기도어린이박물관_725.jpg,kindergarden_classroom,60.07,nursery,22.23,childs_room,8.48,kindergarden_classroom,60.07
303,박물관_경기북부어린이박물관_747.jpg,museum/outdoor,30.12,hospital,28.16,hotel/outdoor,5.0,museum/outdoor,30.12
304,박물관_경기북부어린이박물관_748.jpg,recreation_room,39.7,playroom,38.65,kindergarden_classroom,14.34,recreation_room,39.7
305,박물관_경기북부어린이박물관_749.jpg,entrance_hall,45.36,booth/indoor,13.63,airport_terminal,6.11,entrance_hall,45.36
306,박물관_계양산성박물관_1213.jpg,science_museum,29.41,natural_history_museum,27.67,booth/indoor,23.03,science_museum,29.41
307,박물관_계양산성박물관_1214.jpg,drugstore,11.9,pharmacy,5.92,conference_center,5.41,drugstore,11.9
308,박물관_고양어린이박물관_730.jpg,aquarium,12.47,amusement_arcade,11.99,science_museum,10.19,aquarium,12.47
309,박물관_고양어린이박물관_731.jpg,aquarium,9.47,canal/natural,8.91,amusement_arcade,8.34,aquarium,9.47
310,박물관_국립고궁박물관_208.jpg,natural_history_museum,41.23,science_museum,19.74,museum/indoor,10.54,natural_history_museum,41.23
311,박물관_국립고궁박물관_209.jpg,jail_cell,66.4,locker_room,9.67,elevator/door,8.38,jail_cell,66.4
312,박물관_국립농업박물관_741.jpg,campus,79.46,rice_paddy,2.52,racecourse,2.25,campus,79.46
313,박물관_국립농업박물관_742.jpg,formal_garden,62.12,roof_garden,8.89,campus,6.4,formal_garden,62.12
314,박물관_국립농업박물관_743.jpg,atrium/public,49.43,shopping_mall/indoor,20.1,courtyard,5.82,atrium/public,49.43
315,박물관_국립민속박물관 본관_206.jpg,drugstore,68.43,pharmacy,16.37,clean_room,7.43,drugstore,68.43
316,박물관_국립세계문자박물관_1192.jpg,archive,11.52,drugstore,10.27,pharmacy,7.93,archive,11.52
317,박물관_국립세계문자박물관_1193.jpg,museum/outdoor,22.01,skyscraper,20.49,downtown,16.81,museum/outdoor,22.01
318,박물관_국립세계문자박물관_1194.jpg,downtown,42.55,skyscraper,20.08,plaza,6.3,downtown,42.55
319,박물관_국립인천해양박물관_1186.jpg,nursery,24.86,childs_room,22.53,kindergarden_classroom,14.94,nursery,24.86
320,박물관_국립인천해양박물관_1188.jpg,booth/indoor,23.72,hospital,9.22,conference_center,8.37,booth/indoor,23.72
321,박물관_국립중앙박물관_199.jpg,museum/indoor,55.35,temple/asia,20.19,burial_chamber,16.52,museum/indoor,55.35
322,박물관_국립중앙박물관_201.jpg,museum/indoor,60.1,art_gallery,12.24,art_studio,6.31,museum/indoor,60.1
323,박물관_국립항공박물관_223.jpg,airplane_cabin,98.88,train_interior,0.34,elevator_lobby,0.08,airplane_cabin,98.88
324,박물관_국립항공박물관_224.jpg,orchestra_pit,24.71,museum/indoor,22.91,stage/indoor,5.72,orchestra_pit,24.71
325,박물관_국립해양박물관_1668.jpg,museum/outdoor,18.78,library/outdoor,13.74,hangar/outdoor,10.91,museum/outdoor,18.78
326,박물관_국립해양박물관_1669.jpg,aquarium,92.33,science_museum,2.32,fountain,1.44,aquarium,92.33
327,박물관_국립해양박물관_1670.jpg,artists_loft,60.54,museum/indoor,5.51,art_gallery,4.46,artists_loft,60.54
328,박물관_대한민국역사박물관_202.jpg,booth/indoor,44.93,jewelry_shop,18.05,art_gallery,7.29,booth/indoor,44.93
329,박물관_대한민국역사박물관_204.jpg,art_gallery,56.42,museum/indoor,15.64,art_studio,9.58,art_gallery,56.42
330,박물관_부산영화체험박물관_1662.jpg,drugstore,30.89,pharmacy,6.24,hardware_store,4.84,drugstore,30.89
331,박물관_부산영화체험박물관_1663.jpg,drugstore,22.04,hardware_store,5.74,pharmacy,5.11,drugstore,22.04
332,박물관_부산영화체험박물관_1664.jpg,home_theater,56.32,airport_terminal,5.41,movie_theater/indoor,5.34,home_theater,56.32
333,박물관_부산장난감박물관_1656.jpg,toyshop,22.22,gift_shop,21.16,storage_room,16.27,toyshop,22.22
334,박물관_부산커피박물관_1672.jpg,coffee_shop,26.49,ice_cream_parlor,19.4,bakery/shop,7.4,coffee_shop,26.49
335,박물관_부산커피박물관_1673.jpg,museum/indoor,39.74,science_museum,30.18,repair_shop,3.49,museum/indoor,39.74
336,박물관_부평역사박물관_1180.jpg,parking_garage/outdoor,85.44,construction_site,3.22,office_building,2.81,parking_garage/outdoor,85.44
337,박물관_부평역사박물관_1181.jpg,pagoda,33.59,schoolhouse,21.18,temple/asia,12.54,pagoda,33.59
338,박물관_삼성화재 모빌리티뮤지엄_714.jpg,science_museum,22.02,hangar/indoor,16.05,parking_garage/indoor,15.4,science_museum,22.02
339,박물관_서대문자연사박물관_214.jpg,natural_history_museum,82.82,science_museum,14.76,museum/indoor,2.28,natural_history_museum,82.82
340,박물관_서대문자연사박물관_216.jpg,zen_garden,20.04,natural_history_museum,12.67,museum/outdoor,12.51,zen_garden,20.04
341,박물관_서소문성지역사박물관_211.jpg,castle,35.57,church/outdoor,14.16,palace,13.03,castle,35.57
342,박물관_서소문성지역사박물관_212.jpg,candy_store,17.66,art_gallery,13.24,museum/indoor,10.57,candy_store,17.66
343,박물관_서울공예박물관_235.jpg,balcony/exterior,19.96,campus,14.43,balcony/interior,12.57,balcony/exterior,19.96
344,박물관_서울공예박물관_236.jpg,natural_history_museum,37.93,science_museum,19.43,ice_floe,9.11,natural_history_museum,37.93
345,박물관_서울공예박물관_237.jpg,ocean,8.79,beach,7.76,coast,5.3,ocean,8.79
346,박물관_서울생활사박물관_226.jpg,playroom,84.65,kindergarden_classroom,10.96,childs_room,2.38,playroom,84.65
347,박물관_서울생활사박물관_227.jpg,childs_room,30.53,playroom,25.65,kindergarden_classroom,25.4,childs_room,30.53
348,박물관_서울생활사박물관_228.jpg,bakery/shop,37.94,childs_room,20.09,playroom,14.69,bakery/shop,37.94
349,박물관_서울역사박물관_197.jpg,mosque/outdoor,47.86,motel,7.6,palace,3.92,mosque/outdoor,47.86
350,박물관_서울역사박물관_198.jpg,legislative_chamber,74.87,conference_center,19.92,booth/indoor,2.91,legislative_chamber,74.87
351,박물관_송파책박물관_239.jpg,pharmacy,22.06,drugstore,16.12,shoe_shop,15.38,pharmacy,22.06
352,박물관_송파책박물관_240.jpg,library/indoor,64.64,archive,14.06,drugstore,8.92,library/indoor,64.64
353,박물관_수원광교박물관_751.jpg,art_gallery,17.28,ice_cream_parlor,8.18,booth/indoor,6.6,art_gallery,17.28
354,박물관_수원박물관_753.jpg,ticket_booth,61.54,phone_booth,11.0,industrial_area,7.97,ticket_booth,61.54
355,박물관_수원박물관_754.jpg,skyscraper,83.66,downtown,9.98,sky,2.38,skyscraper,83.66
356,박물관_수원박물관_755.jpg,burial_chamber,25.25,museum/indoor,20.78,archive,18.43,burial_chamber,25.25
357,박물관_수원화성박물관_733.jpg,conference_center,61.88,office,5.58,booth/indoor,4.57,conference_center,61.88
358,박물관_수원화성박물관_734.jpg,office,12.81,office_cubicles,12.08,server_room,7.05,office,12.81
359,박물관_여주곤충박물관_744.jpg,amusement_arcade,37.32,toyshop,20.82,playroom,6.23,amusement_arcade,37.32
360,박물관_영종역사관_1204.jpg,drugstore,25.63,pharmacy,12.6,pet_shop,9.79,drugstore,25.63
361,박물관_영종역사관_1206.jpg,airfield,76.5,hangar/indoor,5.94,lawn,4.84,airfield,76.5
362,박물관_인천광역시립박물관_1177.jpg,nursery,29.29,jewelry_shop,10.76,gift_shop,6.19,nursery,29.29
363,박물관_인천광역시립박물관_1178.jpg,kindergarden_classroom,16.4,amusement_arcade,14.22,science_museum,13.8,kindergarden_classroom,16.4
364,박물관_인천광역시립박물관_1179.jpg,kindergarden_classroom,21.84,childs_room,19.62,playroom,17.74,kindergarden_classroom,21.84
365,박물관_인천어린이박물관_1216.jpg,shopfront,51.87,ticket_booth,16.9,doorway/outdoor,7.38,shopfront,51.87
366,박물관_인천어린이박물관_1217.jpg,booth/indoor,44.35,reception,21.86,conference_center,9.06,booth/indoor,44.35
367,박물관_인천어린이박물관_1218.jpg,drugstore,70.79,pharmacy,11.63,hardware_store,4.12,drugstore,70.79
368,박물관_전곡선사박물관_738.jpg,drugstore,54.85,pharmacy,20.5,playroom,4.76,drugstore,54.85
369,박물관_전곡선사박물관_739.jpg,playroom,25.95,childs_room,25.87,nursery,22.52,playroom,25.95
370,박물관_전곡선사박물관_740.jpg,army_base,19.16,legislative_chamber,8.37,office,5.45,army_base,19.16
371,박물관_증권박물관 부산관_1676.jpg,office_cubicles,76.7,office,14.58,home_office,4.38,office_cubicles,76.7
372,박물관_짜장면박물관_1195.jpg,loading_dock,24.81,construction_site,12.36,hospital,8.62,loading_dock,24.81
373,박물관_짜장면박물관_1197.jpg,coffee_shop,52.45,ice_cream_parlor,8.13,restaurant,6.29,coffee_shop,52.45
374,박물관_철도박물관_717.jpg,jewelry_shop,16.95,clean_room,8.2,server_room,6.46,jewelry_shop,16.95
375,박물관_철도박물관_718.jpg,ice_cream_parlor,14.89,hospital_room,10.69,beauty_salon,8.66,ice_cream_parlor,14.89
376,박물관_철도박물관_719.jpg,loading_dock,52.18,hangar/outdoor,19.33,industrial_area,10.31,loading_dock,52.18
377,박물관_청계천박물관_232.jpg,museum/indoor,17.39,railroad_track,8.69,archive,7.44,museum/indoor,17.39
378,박물관_청계천박물관_234.jpg,booth/indoor,50.7,science_museum,14.95,archive,13.22,booth/indoor,50.7
379,박물관_한국근대문학관_1219.jpg,campus,35.83,library/outdoor,20.68,office_building,7.65,campus,35.83
380,박물관_한국근현대사박물관_737.jpg,childs_room,55.21,nursery,36.76,playroom,0.87,childs_room,55.21
381,박물관_한국만화박물관_713.jpg,amusement_park,46.74,amphitheater,12.89,stadium/soccer,8.46,amusement_park,46.74
382,박물관_한국은행 화폐박물관_217.jpg,kindergarden_classroom,43.77,playroom,13.1,booth/indoor,9.86,kindergarden_classroom,43.77
383,박물관_한국은행 화폐박물관_218.jpg,roof_garden,95.64,vegetable_garden,0.5,zen_garden,0.46,roof_garden,95.64
384,박물관_한국은행 화폐박물관_219.jpg,booth/indoor,82.91,pharmacy,4.66,drugstore,4.3,booth/indoor,82.91
385,박물관_한국이민사박물관_1202.jpg,museum/indoor,59.91,archive,10.44,elevator/door,5.93,museum/indoor,59.91
386,박물관_한국이민사박물관_1203.jpg,museum/outdoor,20.14,industrial_area,18.4,hospital,12.37,museum/outdoor,20.14
387,박물관_한성백제박물관_220.jpg,plaza,29.64,hangar/outdoor,16.47,runway,11.92,plaza,29.64
388,박물관_한성백제박물관_221.jpg,museum/indoor,26.91,flea_market/indoor,12.93,pharmacy,9.01,museum/indoor,26.91
389,박물관_허준박물관_229.jpg,science_museum,75.73,natural_history_museum,9.27,museum/indoor,3.8,science_museum,75.73
390,박물관_허준박물관_230.jpg,archive,16.48,sauna,12.47,museum/indoor,8.71,archive,16.48
391,박물관_허준박물관_231.jpg,zen_garden,47.3,shopping_mall/indoor,7.19,courtyard,5.85,zen_garden,47.3
392,봉수대_황령산 봉수대_1677.jpg,valley,23.41,village,22.42,mountain,10.31,valley,23.41
393,봉수대_황령산 봉수대_1678.jpg,valley,45.49,village,18.4,mountain,17.22,valley,45.49
394,봉수대_황령산 봉수대_1679.jpg,bridge,20.68,highway,8.38,forest_road,7.07,bridge,20.68
395,뷔페_서울신라호텔 더 파크뷰_34.jpg,elevator/door,43.99,elevator_lobby,22.2,sauna,12.67,elevator/door,43.99
396,뷔페_서울신라호텔 더 파크뷰_35.jpg,sushi_bar,23.94,restaurant_kitchen,11.67,artists_loft,8.64,sushi_bar,23.94
397,뷔페_서울신라호텔 더 파크뷰_36.jpg,delicatessen,51.21,bakery/shop,29.25,restaurant,9.28,delicatessen,51.21
398,브런치빈_브런치빈 삼산점_1034.jpg,delicatessen,88.49,pizzeria,4.53,bakery/shop,2.34,delicatessen,88.49
399,브런치빈_브런치빈 송파점_13.jpg,delicatessen,36.94,bakery/shop,33.55,market/outdoor,9.26,delicatessen,36.94
400,"사당,제단_오랑대_1689.jpg",lighthouse,54.9,islet,11.76,coast,8.53,lighthouse,54.9
401,"사당,제단_종묘_250.jpg",park,12.95,promenade,11.8,campus,10.63,park,12.95
402,"사당,제단_종묘_251.jpg",skyscraper,53.32,downtown,30.03,industrial_area,6.47,skyscraper,53.32
403,"사당,제단_종묘_252.jpg",airport_terminal,35.42,server_room,29.32,ticket_booth,9.95,airport_terminal,35.42
404,"사당,제단_참성단_1256.jpg",cliff,22.74,coast,12.64,swimming_pool/outdoor,12.02,cliff,22.74
405,"사당,제단_참성단_1257.jpg",clean_room,32.16,igloo,16.62,martial_arts_gym,14.2,clean_room,32.16
406,"사당,제단_참성단_1258.jpg",amphitheater,44.29,park,5.42,playground,4.16,amphitheater,44.29
407,"산성,성곽_금정산성 동문_1686.jpg",beer_garden,20.97,campsite,17.66,restaurant_patio,13.92,beer_garden,20.97
408,"산성,성곽_금정산성 동문_1687.jpg",driveway,19.05,park,15.46,parking_lot,9.36,driveway,19.05
409,"산성,성곽_금정산성 동문_1688.jpg",valley,11.17,cemetery,10.69,gas_station,7.23,valley,11.17
410,"산성,성곽_남한산성_761.jpg",childs_room,73.7,ice_floe,6.09,fabric_store,3.62,childs_room,73.7
411,"산성,성곽_남한산성_762.jpg",mountain_path,86.19,forest_path,5.13,valley,2.71,mountain_path,86.19
412,"산성,성곽_남한산성_763.jpg",amusement_park,35.8,tower,10.0,cemetery,4.7,amusement_park,35.8
413,"산성,성곽_부산진성_1707.jpg",museum/outdoor,15.17,courtyard,13.9,castle,12.32,museum/outdoor,15.17
414,"산성,성곽_부산진성_1708.jpg",landfill,55.27,underwater/ocean_deep,6.0,pond,2.79,landfill,55.27
415,"산성,성곽_부산진성_1709.jpg",campus,36.2,hospital,15.22,building_facade,7.75,campus,36.2
416,"산성,성곽_분오리돈대_1244.jpg",sky,30.24,water_tower,7.34,ice_shelf,5.14,sky,30.24
417,"산성,성곽_분오리돈대_1246.jpg",rock_arch,63.63,grotto,16.58,burial_chamber,7.72,rock_arch,63.63
418,"산성,성곽_수원화성_756.jpg",ice_skating_rink/outdoor,7.45,inn/outdoor,6.63,motel,5.02,ice_skating_rink/outdoor,7.45
419,"산성,성곽_수원화성_758.jpg",tower,31.07,skyscraper,20.75,mosque/outdoor,5.46,tower,31.07
420,"산성,성곽_연천호로고루_779.jpg",archaelogical_excavation,31.95,trench,24.22,landfill,15.57,archaelogical_excavation,31.95
421,"산성,성곽_초지진_1229.jpg",ticket_booth,98.27,pharmacy,0.25,diner/outdoor,0.24,ticket_booth,98.27
422,"산성,성곽_행주산성_764.jpg",booth/indoor,52.99,ticket_booth,33.25,archive,1.29,booth/indoor,52.99
423,"산성,성곽_행주산성_765.jpg",highway,21.21,gas_station,13.77,crosswalk,8.81,highway,21.21
424,"산성,성곽_행주산성_766.jpg",ice_floe,32.38,underwater/ocean_deep,22.96,ocean,6.05,ice_floe,32.38
425,삼겹살_골목고깃집_902.jpg,delicatessen,41.48,pizzeria,30.27,butchers_shop,8.11,delicatessen,41.48
426,삼겹살_골목식당_890.jpg,ice_cream_parlor,34.54,coffee_shop,30.69,bakery/shop,15.57,ice_cream_parlor,34.54
427,삼겹살_골목식당_891.jpg,archive,92.33,hardware_store,0.97,bookstore,0.57,archive,92.33
428,삼겹살_골목식당_892.jpg,galley,20.22,kitchen,17.77,utility_room,16.78,galley,20.22
429,"생태보존,서식지_을숙도생태공원 호수형습지_1603.jpg",roof_garden,10.71,tower,8.87,plaza,6.09,roof_garden,10.71
430,"수목원,식물원_국립수목원_594.jpg",campus,89.67,auditorium,2.81,legislative_chamber,1.77,campus,89.67
431,"수목원,식물원_국립수목원_595.jpg",driveway,14.91,pavilion,8.89,zen_garden,5.02,driveway,14.91
432,"수목원,식물원_금강식물원_1577.jpg",park,40.34,stage/outdoor,11.24,orchard,9.81,park,40.34
433,"수목원,식물원_금강식물원_1578.jpg",topiary_garden,55.24,japanese_garden,35.76,zen_garden,5.99,topiary_garden,55.24
434,"수목원,식물원_금강식물원_1579.jpg",japanese_garden,71.21,zen_garden,15.21,fishpond,7.42,japanese_garden,71.21
435,"수목원,식물원_남산야외식물원_97.jpg",field/wild,27.23,forest_road,22.78,highway,18.8,field/wild,27.23
436,"수목원,식물원_남산야외식물원_98.jpg",zen_garden,47.72,temple/asia,23.46,japanese_garden,16.4,zen_garden,47.72
437,"수목원,식물원_대구수목원_1965.jpg",forest_road,32.03,zen_garden,10.68,residential_neighborhood,9.09,forest_road,32.03
438,"수목원,식물원_더그림_596.jpg",formal_garden,79.06,vegetable_garden,5.77,roof_garden,4.27,formal_garden,79.06
439,"수목원,식물원_더그림_597.jpg",porch,15.37,general_store/outdoor,14.12,inn/outdoor,7.51,porch,15.37
440,"수목원,식물원_더그림_598.jpg",vegetable_garden,38.71,roof_garden,13.13,patio,7.67,vegetable_garden,38.71
441,"수목원,식물원_도당근린공원 백만송이장미원_617.jpg",amusement_arcade,44.2,cockpit,10.62,recreation_room,7.22,amusement_arcade,44.2
442,"수목원,식물원_도당근린공원 백만송이장미원_618.jpg",shopfront,49.27,diner/outdoor,13.49,general_store/outdoor,8.82,shopfront,49.27
443,"수목원,식물원_도당근린공원 백만송이장미원_619.jpg",formal_garden,67.64,botanical_garden,8.95,park,5.54,formal_garden,67.64
444,"수목원,식물원_물향기수목원_590.jpg",botanical_garden,29.84,pond,11.34,formal_garden,8.04,botanical_garden,29.84
445,"수목원,식물원_물향기수목원_591.jpg",server_room,17.34,drugstore,12.26,office_cubicles,4.95,server_room,17.34
446,"수목원,식물원_물향기수목원_592.jpg",sky,13.91,conference_center,8.65,drugstore,4.72,sky,13.91
447,"수목원,식물원_바다향기수목원_606.jpg",booth/indoor,8.06,reception,6.59,general_store/outdoor,5.71,booth/indoor,8.06
448,"수목원,식물원_바다향기수목원_607.jpg",bus_interior,88.31,train_interior,11.66,airplane_cabin,0.01,bus_interior,88.31
449,"수목원,식물원_벽초지수목원_587.jpg",vineyard,17.77,field/cultivated,17.28,farm,11.89,vineyard,17.77
450,"수목원,식물원_벽초지수목원_589.jpg",booth/indoor,23.56,ice_cream_parlor,11.34,museum/indoor,8.46,booth/indoor,23.56
451,"수목원,식물원_부산시수목전시원_1582.jpg",gazebo/exterior,72.44,pavilion,9.53,boathouse,5.3,gazebo/exterior,72.44
452,"수목원,식물원_부산어린이식물원_1592.jpg",art_school,62.63,sandbox,15.06,kindergarden_classroom,6.17,art_school,62.63
453,"수목원,식물원_부산어린이식물원_1593.jpg",formal_garden,70.67,field/cultivated,7.73,rice_paddy,4.79,formal_garden,70.67
454,"수목원,식물원_부산어린이식물원_1594.jpg",veterinarians_office,52.56,pet_shop,15.26,racecourse,6.14,veterinarians_office,52.56
455,"수목원,식물원_부산화명수목원_1568.jpg",vegetable_garden,55.37,botanical_garden,9.76,roof_garden,8.16,vegetable_garden,55.37
